ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
1220,Karnataka,Hubli,Satellite,House,5,2132,139.65,6550.19,2019,Semi-Furnished,0.0,8,5,8.0,0,5,3,CCTV,Gym+Pool,South-West,Individual,Available
1221,Telangana,Karimnagar,Gomti Nagar,Penthouse,3,1235,108.85,8813.77,1992,,2.0,4,32,0.0,4,4,3,Guard,All,East,Individual,Available
1222,Gujarat,Ahmedabad,Banjara Hills,Villa,1,300,13.42,4473.33,2006,Fully Furnished,8.0,13,18,1.0,6,8,3,CCTV,All,West,Builder,Available
1223,Telangana,Hyderabad,Andheri,House,2,1206,174.84,14497.51,2018,Fully Furnished,24.0,30,6,0.0,6,8,1,Gated,Clubhouse,South-West,Builder,Available
1224,Karnataka,Mysore,Kondapur,Apartment,3,1441,115.32,8002.78,2006,Semi-Furnished,17.0,19,18,1.0,6,3,0,Gated,,East,Builder,Available
1225,Maharashtra,Nagpur,Indiranagar,Apartment,3,1454,114.38,7866.57,1996,Semi-Furnished,,12,28,6.0,7,2,2,Guard,Clubhouse,West,Agent,Under Construction
1226,Telangana,Karimnagar,Powai,Apartment,1,300,31.98,10660.0,1991,Semi-Furnished,3.0,5,33,3.0,3,4,3,Gated,,South,Individual,Sold
1227,Delhi,New Delhi,Kondapur,House,4,1746,316.91,18150.63,2006,Semi-Furnished,13.0,19,18,,7,2,2,None,Gym+Pool,East,Individual,Available
1228,Maharashtra,Mumbai,Whitefield,Apartment,4,1709,120.83,7070.22,2022,Fully Furnished,8.0,13,2,9.0,0,1,0,Gated,None,North-East,Builder,Available
1229,Karnataka,Hubli,Kondapur,Apartment,2,907,52.43,5780.6,1997,Semi-Furnished,4.0,8,27,2.0,3,2,2,None,Pool,North-East,Agent,Sold
1230,Telangana,Hyderabad,Indiranagar,Apartment,2,969,130.45,13462.33,2004,Fully Furnished,19.0,21,20,8.0,5,4,3,None,Gym,North-East,Agent,Under Construction
1231,Tamil Nadu,Madurai,Satellite,Apartment,1,356,42.63,11974.72,1991,Semi-Furnished,3.0,10,33,5.0,0,7,0,CCTV,Pool,East,Builder,Available
1232,Tamil Nadu,Coimbatore,Andheri,Apartment,2,904,100.76,11146.02,2000,Semi-Furnished,14.0,20,24,1.0,0,3,0,Guard,None,South,Individual,Under Construction
1233,Gujarat,Ahmedabad,Jubilee Hills,Apartment,2,918,65.17,7099.13,2008,Unfurnished,8.0,10,16,2.0,7,6,1,CCTV,Gym,North,Agent,Under Construction
1234,Rajasthan,Jodhpur,Powai,Apartment,2,1214,95.74,7886.33,1993,Semi-Furnished,6.0,11,31,6.0,3,1,3,None,All,South,Individual,Available
1235,West Bengal,Siliguri,Banjara Hills,Apartment,2,878,83.96,9562.64,2010,Semi-Furnished,0.0,2,14,5.0,2,8,0,Gated,All,South,Individual,Available
1236,Tamil Nadu,Chennai,Gomti Nagar,Villa,5,2309,260.12,11265.48,2004,Fully Furnished,7.0,9,20,6.0,1,7,3,CCTV,None,South,Builder,Available
1237,Rajasthan,Udaipur,Kondapur,Apartment,5,2339,180.35,7710.56,2009,Fully Furnished,1.0,10,15,3.0,0,2,2,CCTV,None,North-East,Individual,Under Construction
1238,Delhi,New Delhi,Whitefield,Apartment,3,1534,94.45,6157.11,2009,Semi-Furnished,8.0,12,15,7.0,5,5,2,None,Gym+Pool,North-East,Builder,Under Construction
1239,Maharashtra,Mumbai,Andheri,Apartment,4,1739,102.55,5897.07,1994,Unfurnished,22.0,29,30,6.0,4,4,3,CCTV,Pool,South-West,Builder,Under Construction
1240,Karnataka,Hubli,Kondapur,Apartment,4,1773,158.45,8936.83,2005,Semi-Furnished,,10,19,4.0,2,6,0,CCTV,Clubhouse,South-West,Individual,Under Construction
1241,Telangana,Karimnagar,Thane,Apartment,2,1104,81.46,7378.62,2020,,9.0,16,4,5.0,6,1,2,CCTV,None,South,Builder,Under Construction
1242,West Bengal,Siliguri,Jubilee Hills,Apartment,5,2219,203.94,9190.63,1996,Unfurnished,19.0,21,28,,2,9,1,Guard,Gym,North,Agent,Under Construction
1243,Delhi,Rohini,Gachibowli,Apartment,3,1410,78.35,5556.74,2016,Fully Furnished,13.0,16,8,2.0,5,3,2,None,Clubhouse,East,Builder,Available
1244,Rajasthan,Udaipur,HSR Layout,Apartment,2,980,69.85,7127.55,2016,Unfurnished,17.0,24,8,5.0,1,4,2,Guard,Gym+Pool,North-East,Agent,Available
1245,Delhi,New Delhi,Gomti Nagar,House,2,693,127.25,18362.19,2019,Semi-Furnished,18.0,22,5,5.0,7,4,2,CCTV,All,South,Individual,Under Construction
1246,Telangana,Karimnagar,Jubilee Hills,Villa,2,810,28.59,3529.63,2014,Semi-Furnished,21.0,25,10,3.0,0,4,3,Gated,,North-East,Agent,Available
1247,West Bengal,Howrah,Electronic City,Villa,4,1934,164.18,8489.14,1994,Unfurnished,22.0,26,30,6.0,7,8,2,Gated,Clubhouse,South-West,Agent,Available
1248,Tamil Nadu,Chennai,Jubilee Hills,Villa,3,1395,91.73,6575.63,2007,Fully Furnished,18.0,19,17,8.0,0,5,1,None,Pool,West,Agent,Under Construction
1249,Delhi,Rohini,Powai,Apartment,3,1523,63.81,4189.76,2020,Semi-Furnished,20.0,29,4,3.0,7,3,0,None,Pool,,Builder,Sold
1250,Karnataka,Bangalore,Kondapur,Apartment,5,2269,193.59,8531.95,2020,Semi-Furnished,0.0,6,4,6.0,0,4,3,Guard,Gym+Pool,South-West,Builder,Available
1251,Maharashtra,Pune,Gachibowli,Apartment,3,1399,146.54,10474.62,1990,,20.0,23,34,6.0,0,9,1,Guard,Pool,South,Agent,Available
1252,Maharashtra,Nagpur,Koramangala,Apartment,1,531,61.05,11497.18,1995,Unfurnished,16.0,24,29,5.0,1,9,0,CCTV,Clubhouse,West,Builder,Available
1253,Telangana,Warangal,Powai,Studio,2,879,58.79,6688.28,1995,Semi-Furnished,2.0,3,29,9.0,4,2,2,CCTV,Pool,West,Individual,Available
1254,Delhi,Rohini,Whitefield,Apartment,1,450,25.9,5755.56,2001,Semi-Furnished,10.0,11,23,4.0,2,3,1,None,Gym+Pool,South-West,Agent,Available
1255,West Bengal,Siliguri,Salt Lake,Apartment,4,1705,140.61,8246.92,2005,Unfurnished,8.0,11,19,6.0,5,9,3,Guard,None,West,Builder,Under Construction
1256,West Bengal,Howrah,Gachibowli,Penthouse,2,988,68.68,6951.42,2007,Unfurnished,11.0,19,17,5.0,7,3,0,Gated,All,South,Individual,Sold
1257,Karnataka,Mysore,Andheri,Villa,3,1477,72.51,4909.28,2012,Unfurnished,12.0,15,12,7.0,7,2,3,Guard,Pool,North,Individual,Available
1258,West Bengal,Kolkata,Jubilee Hills,House,1,372,21.03,5653.23,2020,Fully Furnished,8.0,13,4,8.0,2,5,1,Gated,All,South-West,Builder,Available
1259,Telangana,Hyderabad,Whitefield,House,3,1365,167.33,12258.61,2011,Semi-Furnished,5.0,6,13,7.0,5,4,1,CCTV,Clubhouse,North,Builder,Under Construction
1260,Karnataka,Bangalore,Satellite,Apartment,4,1730,226.3,13080.92,2017,Unfurnished,15.0,20,7,5.0,3,2,2,Gated,Gym+Pool,South-West,Builder,Sold
1261,Telangana,Hyderabad,Powai,Penthouse,3,1320,207.28,15703.03,1998,Semi-Furnished,12.0,21,26,1.0,6,9,2,Gated,None,West,Individual,Sold
1262,Tamil Nadu,Madurai,Jubilee Hills,Penthouse,3,1241,73.88,5953.26,2003,Semi-Furnished,20.0,22,21,,5,2,0,CCTV,All,North,Builder,Under Construction
1263,Tamil Nadu,Chennai,Andheri,Studio,1,660,67.99,10301.52,2004,Semi-Furnished,7.0,8,20,9.0,6,2,3,None,Gym+Pool,North-East,Individual,Available
1264,Maharashtra,Pune,Electronic City,Apartment,2,968,43.74,4518.6,1999,Semi-Furnished,18.0,21,25,6.0,4,9,0,Gated,None,West,Builder,Available
1265,Tamil Nadu,Chennai,Satellite,House,1,300,28.76,9586.67,2003,Fully Furnished,2.0,4,21,8.0,6,6,3,Gated,Clubhouse,East,Individual,Available
1266,Telangana,Hyderabad,Satellite,Apartment,4,1553,129.81,8358.66,2018,Fully Furnished,22.0,31,6,4.0,6,6,3,Gated,Pool,North,Individual,Sold
1267,Tamil Nadu,Madurai,Andheri,Apartment,2,734,75.47,10282.02,1995,Semi-Furnished,17.0,23,29,1.0,2,2,3,CCTV,None,North,Builder,Available
1268,Rajasthan,Udaipur,Kondapur,Apartment,4,1747,150.83,8633.66,2015,Fully Furnished,12.0,13,9,7.0,3,7,2,Guard,Clubhouse,North,Builder,Available
1269,Maharashtra,Nagpur,Banjara Hills,Apartment,2,890,96.8,10876.4,2002,Unfurnished,21.0,30,22,7.0,1,3,1,None,None,South-West,Builder,Available
1270,Telangana,Hyderabad,Powai,Apartment,3,1380,196.42,14233.33,1998,Unfurnished,18.0,25,26,8.0,0,6,3,Gated,None,South-West,Agent,Sold
1271,West Bengal,Kolkata,Whitefield,Apartment,4,1643,145.59,8861.23,2021,Semi-Furnished,3.0,4,3,9.0,0,1,2,None,Pool,North,Builder,Available
1272,Rajasthan,Udaipur,Salt Lake,Villa,3,1420,87.86,6187.32,1990,Fully Furnished,17.0,21,34,3.0,7,9,3,Gated,None,West,Agent,Under Construction
1273,Delhi,New Delhi,Gomti Nagar,Penthouse,2,836,114.85,13738.04,2011,Semi-Furnished,13.0,20,13,2.0,5,9,2,CCTV,All,North-East,Individual,Available
1274,West Bengal,Howrah,Satellite,Apartment,3,1203,42.24,3511.22,2021,Unfurnished,12.0,16,3,,1,7,0,Gated,Clubhouse,West,Builder,Available
1275,Karnataka,Hubli,Thane,Villa,2,785,62.34,7941.4,2020,Fully Furnished,6.0,8,4,5.0,5,5,1,Guard,None,East,Builder,Sold
1276,Telangana,Karimnagar,Electronic City,House,4,2017,74.07,3672.29,1990,Semi-Furnished,0.0,5,34,7.0,1,4,2,Gated,None,North,Individual,Available
1277,West Bengal,Howrah,Whitefield,Apartment,2,924,69.75,7548.7,1992,Semi-Furnished,22.0,26,32,,7,5,3,Gated,Gym+Pool,West,Builder,Under Construction
1278,West Bengal,Howrah,Kondapur,Apartment,2,1093,88.94,8137.24,1991,Semi-Furnished,22.0,28,33,4.0,6,4,0,CCTV,Clubhouse,East,Builder,Under Construction
1279,Maharashtra,Pune,Jubilee Hills,House,3,1205,142.63,11836.51,2013,Fully Furnished,12.0,13,11,3.0,0,2,3,CCTV,,East,Builder,Under Construction
1280,Delhi,Dwarka,Banjara Hills,House,3,1300,78.84,6064.62,1999,Fully Furnished,14.0,18,25,0.0,5,4,1,None,Gym,North-East,Individual,Under Construction
1281,Karnataka,Hubli,Jubilee Hills,Studio,3,1285,81.51,6343.19,2010,Unfurnished,20.0,26,14,1.0,0,2,1,CCTV,All,,Individual,Sold
1282,Delhi,Rohini,Indiranagar,Apartment,2,700,69.84,9977.14,1993,Unfurnished,14.0,18,31,0.0,3,3,0,Gated,Gym,South,Individual,Available
1283,Delhi,Dwarka,Indiranagar,Apartment,3,1430,71.36,4990.21,2018,Semi-Furnished,14.0,15,6,2.0,5,9,2,Gated,Pool,North-East,Builder,Available
1284,Tamil Nadu,Madurai,Salt Lake,Studio,2,887,101.9,11488.16,2001,Semi-Furnished,8.0,16,23,5.0,6,1,3,Guard,None,,Individual,Sold
1285,Gujarat,Surat,Gachibowli,Apartment,4,1678,174.86,10420.74,2015,Fully Furnished,12.0,19,9,,6,7,3,Guard,Gym+Pool,South-West,Agent,Under Construction
1286,Tamil Nadu,Madurai,Gachibowli,Apartment,3,1229,53.97,4391.38,1996,Semi-Furnished,,24,28,0.0,4,4,1,None,Clubhouse,West,Builder,Available
1287,Delhi,Dwarka,Whitefield,Apartment,1,627,55.72,8886.76,1991,Semi-Furnished,24.0,30,33,0.0,2,7,2,CCTV,Clubhouse,East,Builder,Sold
1288,Gujarat,Vadodara,Gachibowli,Apartment,5,2522,127.54,5057.1,1994,Fully Furnished,13.0,14,30,0.0,1,9,3,CCTV,Gym,North,Builder,Available
1289,Maharashtra,Mumbai,Thane,Apartment,2,888,159.22,17930.18,2003,Semi-Furnished,13.0,20,21,6.0,7,7,1,CCTV,None,East,Builder,Available
1290,Gujarat,Surat,Indiranagar,House,3,1361,129.9,9544.45,1994,Unfurnished,,13,30,6.0,3,9,2,None,None,South-West,Individual,Under Construction
1291,Karnataka,Bangalore,Koramangala,Villa,3,1693,153.14,9045.48,2006,Fully Furnished,10.0,15,18,3.0,6,7,3,Guard,All,South,Agent,Available
1292,Telangana,Karimnagar,Jubilee Hills,Villa,4,2163,122.72,5673.6,1991,,15.0,16,33,5.0,2,1,0,CCTV,Gym,North,Builder,Sold
1293,Telangana,Karimnagar,Satellite,House,4,2021,115.03,5691.74,2005,,4.0,9,19,9.0,3,5,2,Gated,All,North,Individual,Under Construction
1294,Rajasthan,Jodhpur,Koramangala,Apartment,3,1089,91.66,8416.9,1990,Unfurnished,14.0,22,34,2.0,3,6,1,Guard,None,North,Individual,Available
1295,West Bengal,Siliguri,Kondapur,Villa,4,1542,181.68,11782.1,2012,Unfurnished,15.0,23,12,0.0,1,4,3,Gated,Gym,North,Builder,Under Construction
1296,West Bengal,Siliguri,Powai,Villa,1,733,80.81,11024.56,2010,Unfurnished,15.0,19,14,5.0,1,5,3,Guard,Pool,North,Individual,Available
1297,Telangana,Karimnagar,HSR Layout,Villa,2,853,31.47,3689.33,2001,Unfurnished,15.0,20,23,,1,8,0,Guard,Gym+Pool,East,Agent,Available
1298,Tamil Nadu,Madurai,Indiranagar,House,3,1396,109.47,7841.69,2003,,7.0,9,21,9.0,2,5,2,Guard,None,North,Individual,Available
1299,Maharashtra,Pune,Salt Lake,Studio,3,1264,115.18,9112.34,1996,Unfurnished,14.0,20,28,0.0,6,2,2,CCTV,Clubhouse,West,Agent,Available
1300,Delhi,Rohini,HSR Layout,Studio,1,323,23.4,7244.58,1992,Fully Furnished,,25,32,6.0,4,2,3,None,Pool,East,Individual,Under Construction
1301,Rajasthan,Udaipur,Koramangala,Apartment,3,1613,63.44,3933.04,2016,Semi-Furnished,14.0,23,8,6.0,6,5,3,Guard,Pool,,Builder,Under Construction
1302,Karnataka,Bangalore,Jubilee Hills,Apartment,3,1288,153.94,11951.86,2010,Semi-Furnished,14.0,23,14,6.0,4,2,1,Gated,Pool,North,Agent,Under Construction
1303,Karnataka,Bangalore,Indiranagar,Apartment,5,2361,320.75,13585.35,2020,Unfurnished,24.0,27,4,1.0,6,8,3,None,All,South,Agent,Under Construction
1304,Maharashtra,Nagpur,Gomti Nagar,Villa,4,1739,84.84,4878.67,1998,Semi-Furnished,19.0,26,26,2.0,2,2,0,Guard,Gym,South-West,Builder,Available
1305,Tamil Nadu,Madurai,Koramangala,House,2,888,75.06,8452.7,2018,Fully Furnished,3.0,5,6,8.0,6,3,1,CCTV,Gym+Pool,South,Individual,Under Construction
1306,Telangana,Hyderabad,Jubilee Hills,Studio,3,1291,80.52,6237.03,2015,Fully Furnished,15.0,18,9,7.0,6,7,3,CCTV,None,South,Builder,Available
1307,Delhi,Rohini,Banjara Hills,House,2,998,114.76,11499.0,2007,Semi-Furnished,16.0,20,17,3.0,5,5,0,CCTV,Gym,South,Individual,Available
1308,Telangana,Warangal,Whitefield,Apartment,5,2249,171.96,7646.06,1994,Fully Furnished,24.0,31,30,2.0,4,4,1,Gated,All,South,Individual,Under Construction
1309,Telangana,Hyderabad,Thane,Villa,3,1257,121.72,9683.37,2003,Semi-Furnished,18.0,23,21,4.0,7,9,3,Guard,Gym,East,Individual,Available
1310,Telangana,Karimnagar,Powai,Apartment,4,1707,99.74,5843.0,2008,Unfurnished,24.0,32,16,2.0,6,5,1,Guard,Gym+Pool,North,Agent,Available
1311,Telangana,Hyderabad,Electronic City,Studio,4,1956,373.96,19118.61,2010,Fully Furnished,7.0,15,14,1.0,0,6,0,Gated,Gym+Pool,East,Individual,Available
1312,Telangana,Karimnagar,Jubilee Hills,Studio,4,1821,142.99,7852.28,2002,Semi-Furnished,22.0,30,22,3.0,7,6,0,Guard,Clubhouse,South-West,Individual,Available
1313,Telangana,Warangal,Satellite,Apartment,3,1393,56.07,4025.13,2017,Semi-Furnished,6.0,10,7,5.0,4,5,0,Guard,,North-East,Builder,Available
1314,Tamil Nadu,Chennai,Banjara Hills,Apartment,2,993,80.6,8116.82,2009,Unfurnished,5.0,14,15,9.0,3,9,0,CCTV,Clubhouse,West,Individual,Available
1315,Telangana,Warangal,Powai,Villa,2,937,79.07,8438.63,1992,Unfurnished,20.0,22,32,2.0,4,9,1,Guard,Gym,North-East,Individual,Under Construction
1316,Telangana,Karimnagar,Electronic City,Apartment,4,1746,168.41,9645.48,2019,Semi-Furnished,7.0,8,5,3.0,4,5,0,CCTV,All,South,Builder,Sold
1317,Tamil Nadu,Madurai,Jubilee Hills,Villa,4,1920,128.44,6689.58,2020,Fully Furnished,3.0,12,4,8.0,4,6,0,CCTV,,North-East,Builder,Under Construction
1318,Gujarat,Vadodara,Thane,Apartment,3,1487,103.91,6987.9,2020,Unfurnished,,9,4,1.0,5,3,2,None,Pool,East,Agent,Available
1319,West Bengal,Siliguri,Powai,Villa,4,1705,133.18,7811.14,2014,Unfurnished,12.0,14,10,2.0,7,6,0,Gated,Clubhouse,West,Individual,Available
1320,Telangana,Hyderabad,Banjara Hills,Penthouse,2,707,120.83,17090.52,2018,Unfurnished,20.0,24,6,8.0,7,5,2,Gated,Clubhouse,West,Builder,Available
1321,West Bengal,Kolkata,Banjara Hills,Apartment,5,2059,246.03,11949.0,2010,Unfurnished,21.0,22,14,,4,4,1,CCTV,None,North,Agent,Under Construction
1322,Tamil Nadu,Madurai,Banjara Hills,Studio,3,1393,130.83,9391.96,2019,Fully Furnished,20.0,25,5,8.0,6,8,3,CCTV,Gym,North,Individual,Under Construction
1323,Rajasthan,Jaipur,Banjara Hills,House,2,835,71.84,8603.59,2012,,11.0,19,12,4.0,4,5,3,CCTV,Gym+Pool,North-East,Agent,Available
1324,Tamil Nadu,Coimbatore,Electronic City,Penthouse,1,300,30.9,10300.0,2017,Semi-Furnished,15.0,20,7,7.0,3,5,0,Gated,Clubhouse,North-East,Individual,Available
1325,Delhi,Dwarka,Andheri,Villa,4,1850,204.42,11049.73,2011,Semi-Furnished,7.0,14,13,8.0,6,1,0,CCTV,All,North-East,Agent,Sold
1326,Delhi,New Delhi,Satellite,Apartment,3,1410,109.82,7788.65,2018,Semi-Furnished,8.0,16,6,2.0,5,9,3,Gated,Pool,North,Builder,Sold
1327,Rajasthan,Jodhpur,Gachibowli,Apartment,5,2058,201.16,9774.54,2018,Semi-Furnished,23.0,31,6,0.0,0,9,1,CCTV,All,West,Builder,Sold
1328,Rajasthan,Jodhpur,Indiranagar,House,3,1049,45.46,4333.65,2011,Fully Furnished,16.0,18,13,3.0,1,3,3,Guard,Pool,North,Builder,Available
1329,Tamil Nadu,Madurai,Electronic City,Apartment,1,444,46.28,10423.42,2012,Unfurnished,22.0,27,12,6.0,0,5,0,CCTV,,West,Individual,Sold
1330,Gujarat,Vadodara,Satellite,Apartment,2,1087,116.28,10697.33,2001,Unfurnished,4.0,5,23,8.0,0,9,2,Guard,All,South,Agent,Under Construction
1331,Gujarat,Ahmedabad,Jubilee Hills,Villa,3,1173,74.43,6345.27,2004,Fully Furnished,16.0,24,20,4.0,4,6,0,Guard,Pool,East,Builder,Under Construction
1332,Gujarat,Surat,Whitefield,Villa,2,969,96.38,9946.34,2004,Fully Furnished,15.0,23,20,1.0,2,1,2,Gated,None,West,Agent,Available
1333,Tamil Nadu,Coimbatore,Banjara Hills,House,5,2089,137.05,6560.56,2004,Unfurnished,15.0,19,20,,6,1,3,None,None,,Agent,Available
1334,Gujarat,Surat,Powai,Apartment,3,1448,71.35,4927.49,2014,,19.0,28,10,0.0,0,6,3,Gated,Gym+Pool,West,Builder,Available
1335,West Bengal,Siliguri,Banjara Hills,Apartment,4,1764,177.9,10085.03,2017,Unfurnished,12.0,20,7,4.0,2,2,2,Guard,Clubhouse,North,Individual,Under Construction
1336,Delhi,New Delhi,Kondapur,Studio,1,556,81.89,14728.42,1997,Fully Furnished,4.0,13,27,6.0,4,9,0,CCTV,Clubhouse,West,Builder,Available
1337,Telangana,Karimnagar,Whitefield,Villa,1,586,48.91,8346.42,2013,Fully Furnished,19.0,28,11,9.0,7,5,1,CCTV,None,South-West,Builder,Available
1338,Karnataka,Hubli,Satellite,Apartment,1,303,25.02,8257.43,1994,,24.0,30,30,1.0,6,1,0,Guard,Clubhouse,North-East,Individual,Available
1339,Karnataka,Bangalore,Powai,Apartment,3,837,109.75,13112.31,1993,Unfurnished,11.0,17,31,0.0,5,1,2,Gated,,South-West,Individual,Available
1340,Karnataka,Bangalore,Gomti Nagar,Villa,3,1435,143.73,10016.03,2000,Fully Furnished,3.0,12,24,3.0,0,4,2,None,Clubhouse,South-West,Agent,Available
1341,Gujarat,Ahmedabad,Andheri,Apartment,1,588,55.64,9462.59,2018,Fully Furnished,1.0,2,6,8.0,6,5,1,None,Gym+Pool,East,Individual,Available
1342,Delhi,Rohini,HSR Layout,Villa,3,1612,111.91,6942.31,2017,Fully Furnished,1.0,9,7,3.0,1,9,1,None,Clubhouse,North-East,Agent,Available
1343,Rajasthan,Udaipur,Koramangala,Apartment,3,1464,57.65,3937.84,2007,Semi-Furnished,22.0,25,17,6.0,2,2,3,Gated,Gym+Pool,East,Builder,Available
1344,Delhi,Dwarka,Thane,House,4,1855,81.32,4383.83,2001,Semi-Furnished,20.0,24,23,,7,4,3,Guard,Gym+Pool,North,Agent,Available
1345,West Bengal,Howrah,Gachibowli,Apartment,3,1402,159.48,11375.18,1995,Semi-Furnished,23.0,25,29,4.0,3,8,0,CCTV,Gym+Pool,East,Builder,Under Construction
1346,Telangana,Karimnagar,Thane,House,3,1714,199.55,11642.36,2004,Semi-Furnished,,10,20,0.0,5,1,3,Guard,All,North,Builder,Sold
1347,Tamil Nadu,Chennai,Electronic City,Studio,4,1986,82.8,4169.18,2012,Fully Furnished,22.0,31,12,8.0,3,5,2,CCTV,Gym+Pool,East,Builder,Under Construction
1348,Maharashtra,Nagpur,Whitefield,House,3,1476,83.47,5655.15,2016,Fully Furnished,22.0,23,8,0.0,3,2,0,Gated,Gym,,Agent,Sold
1349,Maharashtra,Nagpur,Andheri,Apartment,4,1528,146.52,9589.01,2004,Fully Furnished,18.0,24,20,8.0,4,3,3,CCTV,Gym+Pool,West,Individual,Available
1350,Maharashtra,Nagpur,Gachibowli,House,1,429,48.99,11419.58,1995,Fully Furnished,,29,29,8.0,7,8,0,None,Gym,South-West,Builder,Under Construction
1351,Karnataka,Mysore,Gomti Nagar,House,3,1123,99.48,8858.41,2011,Unfurnished,5.0,9,13,0.0,0,2,0,None,Pool,East,Builder,Sold
1352,Telangana,Warangal,Gachibowli,Villa,3,1287,74.15,5761.46,2001,Semi-Furnished,2.0,9,23,6.0,7,7,1,Guard,All,East,Builder,Under Construction
1353,Telangana,Karimnagar,Koramangala,Studio,4,1685,93.57,5553.12,2021,Fully Furnished,21.0,27,3,9.0,4,6,2,Guard,Pool,North-East,Individual,Under Construction
1354,Telangana,Karimnagar,Indiranagar,Villa,4,1937,161.05,8314.4,2000,Semi-Furnished,22.0,31,24,2.0,4,4,3,CCTV,Gym,North-East,Builder,Under Construction
1355,Rajasthan,Udaipur,Koramangala,Studio,2,964,91.16,9456.43,2003,Fully Furnished,8.0,11,21,5.0,3,9,0,Gated,Gym,West,Builder,Under Construction
1356,Gujarat,Ahmedabad,Gomti Nagar,Studio,2,1124,136.66,12158.36,2019,Unfurnished,18.0,25,5,1.0,4,9,3,Gated,Pool,West,Individual,Sold
1357,Delhi,New Delhi,HSR Layout,Apartment,4,1596,166.16,10411.03,2022,,4.0,10,2,5.0,3,1,2,Gated,All,West,Individual,Sold
1358,Delhi,Rohini,Gachibowli,Penthouse,2,960,80.86,8422.92,1991,Semi-Furnished,16.0,18,33,2.0,4,3,1,Gated,None,West,Individual,Available
1359,Delhi,New Delhi,Thane,Villa,3,1347,159.5,11841.13,1999,Semi-Furnished,15.0,16,25,5.0,0,6,2,Gated,Pool,South,Builder,Under Construction
1360,Delhi,Dwarka,Thane,Apartment,3,1483,71.31,4808.5,2019,Unfurnished,,27,5,7.0,7,1,0,None,Pool,North-East,Agent,Available
1361,Tamil Nadu,Coimbatore,Koramangala,Apartment,2,951,95.78,10071.5,1995,Unfurnished,8.0,9,29,4.0,6,9,1,Guard,All,West,Individual,Available
1362,Rajasthan,Jodhpur,Gomti Nagar,Studio,2,1089,70.58,6481.18,1992,Fully Furnished,,3,32,9.0,2,7,1,Guard,Clubhouse,East,Builder,Available
1363,Rajasthan,Udaipur,Powai,Apartment,2,1105,81.45,7371.04,2013,Fully Furnished,,19,11,4.0,0,1,3,Gated,Pool,East,Individual,Available
1364,Tamil Nadu,Madurai,Gachibowli,Villa,2,975,43.8,4492.31,2018,Semi-Furnished,9.0,12,6,,4,5,2,Gated,Clubhouse,North-East,Individual,Available
1365,Karnataka,Mysore,Electronic City,Apartment,4,1963,217.44,11076.92,2011,Unfurnished,24.0,25,13,9.0,4,9,3,None,All,North-East,Agent,Under Construction
1366,West Bengal,Kolkata,HSR Layout,Apartment,2,803,73.05,9097.14,1992,Unfurnished,22.0,23,32,8.0,5,9,2,Gated,None,,Builder,Under Construction
1367,Telangana,Karimnagar,Indiranagar,Apartment,3,1028,63.46,6173.15,2018,Fully Furnished,19.0,22,6,6.0,5,4,0,CCTV,All,North,Builder,Under Construction
1368,Telangana,Hyderabad,Indiranagar,Villa,2,1288,223.83,17378.11,2009,Unfurnished,12.0,14,15,,6,8,2,None,,South-West,Agent,Available
1369,Maharashtra,Mumbai,Powai,House,2,813,152.54,18762.61,2019,,12.0,16,5,3.0,6,1,2,None,All,North-East,Builder,Under Construction
1370,Telangana,Karimnagar,Indiranagar,Apartment,2,1023,74.58,7290.32,1994,Fully Furnished,11.0,17,30,9.0,0,9,0,Gated,All,North,Builder,Available
1371,Tamil Nadu,Chennai,Jubilee Hills,House,2,802,52.31,6522.44,2001,Semi-Furnished,23.0,32,23,2.0,5,3,0,CCTV,Gym+Pool,North-East,Agent,Under Construction
1372,Karnataka,Mysore,Thane,Apartment,1,604,34.23,5667.22,1990,Semi-Furnished,24.0,27,34,2.0,3,3,2,Guard,None,,Agent,Available
1373,Tamil Nadu,Madurai,Gomti Nagar,Apartment,3,1457,99.81,6850.38,1998,Fully Furnished,4.0,8,26,7.0,4,5,0,Gated,Clubhouse,West,Builder,Available
1374,Karnataka,Hubli,Gachibowli,Studio,2,807,71.9,8909.54,1990,Unfurnished,3.0,9,34,4.0,4,4,2,Gated,All,East,Individual,Available
1375,Karnataka,Bangalore,Thane,Studio,5,2042,246.32,12062.68,2011,Fully Furnished,24.0,27,13,,1,5,3,Gated,Pool,South,Agent,Sold
1376,West Bengal,Siliguri,Gachibowli,Apartment,3,1108,95.27,8598.38,1999,Unfurnished,0.0,9,25,1.0,4,1,1,Guard,Gym,South-West,Builder,Under Construction
1377,Rajasthan,Jaipur,Gomti Nagar,Studio,2,754,35.73,4738.73,2000,Unfurnished,23.0,27,24,2.0,4,1,0,CCTV,Clubhouse,West,Builder,Available
1378,Telangana,Warangal,Electronic City,Apartment,3,1233,120.84,9800.49,2011,Unfurnished,15.0,18,13,2.0,2,1,0,CCTV,Clubhouse,South,Agent,Under Construction
1379,West Bengal,Kolkata,Jubilee Hills,Penthouse,3,1300,126.85,9757.69,2009,Unfurnished,19.0,21,15,8.0,6,7,0,Guard,None,South,Agent,Under Construction
